participant,speech.sample,motion.expression.type
124,el señor Bean &um corre afuera <de la> [//] de su habitación y se # y no traiga las ropas &um <son las &um (1)nueve y> [//] son las diez menos diez de la noche,VPN
124,el perro corre cerca de las (1)ovejas &um # porque el perro quiero [: quiere] [*] muver [: (2)mover] [*] [//] (3)mover las (4)ovejas a el edificio # es &um sí,VPN
124,el señor Bean &um siente en la cama y # sí y después un poco tiempo &um el señor Bean empieza jugar en la cama # el señor Bean se (1)lleva un traje y es en un habitación &um # habitación es,VPN
124,Mr Bean está saltando en el andén es un tren el andén y Mr Bean no está en el tren y tal (1)vez Mr Bean está enojado porque no está en el tren # entonces Mr Bean salta en el andén,VPN
124,<después &um (1)ve> [//] &um después (2)ve &um el tobogán &um el señor Bean camina para la piscina &um subir el tobogán,VPN
124,<después &um (1)ve> [//] &um después (2)ve &um el tobogán &um el señor Bean camina para la piscina &um subir el tobogán,VN
124,el señor Bean sale su habitación con cartas para algunos no sé y con que el señor Bean (1)llevar él no tiene planes a (2)volver,VN
124,el señor Bean sale su habitación con cartas para algunos no sé y con que el señor Bean (1)llevar él no tiene planes a (2)volver,V
124,el señor Bean &um camina <en el> [//] en la calle cuando sí &um cuando él noticia [: nota] [*] que &um haga una cosa en su &um zapato &um pero es su pie,VPN
124,el señor  Bean &um camina [/] camina &um para la puerta en su habitación o la habitación de su madre yo no sé y (1)ve a una cosa en el piso,VPN
124,afuera de &um algos tiendas y kioskos &um el señor Bean baila en un pie &um para otros o otros,V
124,el señor Bean camina en el andén y &um # &um un asistero@n (1)ve a señor Bean y señor Bean <se parece &um hace su pelo> [//] se parece hacer su pelo,VPN
124,&um la pañal se vola [: se (1)vuele] [*] en el aire &um sí del (2)carnaval,VPN
124,&um el hombre &um que (1)lleva &um una traje &um negro <se cae> [/] y se cae enfrente de [//] del señor Bean y parece &um a Mr Bean el hombre parece morir es muy (2)grave,VPN
124,el señor Bean &um se muve [: se (1)mueve] [*] en un piso de &um piscina y está # <temer &um la alta> [//] teme la alta o altitud [: altura] [*],VPN
124,el señor Bean caminar &um por el fotomatón y cuando &um el señor Bean llega a [//] al fotomatón &um señor Bean camina en el fotomatón,VPN
124,el señor Bean caminar &um por el fotomatón y cuando &um el señor Bean llega a [//] al fotomatón &um señor Bean camina en el fotomatón,VPN
124,el señor Bean caminar &um por el fotomatón y cuando &um el señor Bean llega a [//] al fotomatón &um señor Bean camina en el fotomatón,VPN
124,el señor Bean (1)ve &um el botones <&um pero se> [//] &um pero decide traer su maleta en las escaleras &um solo # el señor Bean corre en la [//] las escaleras ,VPN
124,el señor Bean &um sale &um un coche &um parece un taxi &um caminar <al tienda xxx> [//] a la tienda xxx,VN
124,el señor Bean &um sale &um un coche &um parece un taxi &um caminar <al tienda xxx> [//] a la tienda xxx,VPN
124,el señor Bean &um camina afuera de la tienda xxx y &um está muy fascina con los cosas en la (1)ventana # está muy emocionada <a comprar los cosas> [//] &um a compra los cosas,VPN
124,señor Bean entra un peluquería [/] peluquería y señor Bea quiere su pelo corta y # en el peluquería son dos hombres y en el (1)video señor Bean usa la puerta para entrar el peluquería y señor Bean mira los dos hombres,VN
124,&um señor Bean &um corre en una carretera &um (1)llevando un traje pero todo (2)llevando un traje o siempre (3)llevando un traje,VPN
124,el señor Bean sales &um una coche &um como un taxi &um y está preocupado sobre # algo,VN
124,el señor Bean corre de un perro y encuentre <un taquilla> [//] una taquilla y caminando en la taquilla # el perro queda afuera la taquilla,VPN
124,el señor Bean corre de un perro y encuentre <un taquilla> [//] una taquilla y caminando en la taquilla # el perro queda afuera la taquilla,VPN
124,El señor Bean &um caminan a [/] a [/] a la andén &um y # pero no (1)ve a # allí su caminando o él caminando y &um sí # él caminando muy rápido,VPN
124,El señor Bean &um caminan a [/] a [/] a la andén &um y # pero no (1)ve a # allí su caminando o él caminando y &um sí # él caminando muy rápido,V
124,El señor Bean &um caminan a [/] a [/] a la andén &um y # pero no (1)ve a # allí su caminando o él caminando y &um sí # él caminando muy rápido,V
124,&um el señor Bean corre de su billete y &um el billete &um (1)vuela en el aire # no tiene mucha suerte bueno,VPN
124,&um el señor Bean corre de su billete y &um el billete &um (1)vuela en el aire # no tiene mucha suerte bueno,VPN
124,mientras <un examen> [//] &um su examen de dientes el señor Bean (1)ve la dentista cae en el piso y &um y (2)vea el equipaje de la dentista cae en la ,VPN
124,mientras <un examen> [//] &um su examen de dientes el señor Bean (1)ve la dentista cae en el piso y &um y (2)vea el equipaje de la dentista cae en la ,VPN
124,El señor Bean &um camina en todos cuatros@n en un piso y (1)lleva un [//] una [^ eng: basket] para [/] para algo no sé,VPN
124,&um después (1)viendo &um un plaque@n &um se dice &um [^ eng: chemistry lab two] Mr Bean &um # camina [//] camine en un laboratorio y (2)ve &um mucho [//] muchas cosas de ciencia y química,VPN
124,el señor Bean sube las escaleras &um saltar de un piso segundo &um y él es listo a saltar # el andén segundo &um no es listo,VN
124,el señor Bean sube las escaleras &um saltar de un piso segundo &um y él es listo a saltar # el andén segundo &um no es listo,VPN
124,el señor Bean sube las escaleras &um saltar de un piso segundo &um y él es listo a saltar # el andén segundo &um no es listo,VN
124,<el señor> [/] el señor Bean &um sale la fotomatón después sacar fotos,VN
124,en un mercado &um el señor Bean (1)ve &um muchas gallinas y decide que su quiere un gallina &um así que el señor Bean &um corre de un gallina en particular &um de [//] en un calle muy largo entre personas allí personas aquí y # pero la gallina corre más rápido que el señor Bean,VPN
124,en un mercado &um el señor Bean (1)ve &um muchas gallinas y decide que su quiere un gallina &um así que el señor Bean &um corre de un gallina en particular &um de [//] en un calle muy largo entre personas allí personas aquí y # pero la gallina corre más rápido que el señor Bean,V
124,el señor Bean &um se salta en su cama &um y &um tuviendo [: teniendo] [*] mucho (1)divertido,VPN
124,&um señor Bean está saltando en un pie porque el otro pie no tiene un zapato señor Bean está a la tienda de zapatos y son muchos zapatos en la tienda pero señor Bean tiene sólo zapato,V
124,el señor Bean corre en la calle del [//] de la parque,VPN
124,después manejando &um señor Bean sale su coche <pero de> [//] pero deja su &um # no sé # deja su pasajero,V
124,después manejando &um señor Bean sale su coche <pero de> [//] pero deja su &um # no sé # deja su pasajero,VN
124,después salta en uno pie pa(ra) [/] para un poco tiempo el señor Bean (1)ve &um zapato &um en una coche ,V
124,y la coche &um maneja en la calle,VPN
124,y señor Bean &um salta a la coche <en una> [//] en uno pie,VPN
124,después caminando a la puerta &um el señor Bean camina en la sala,VPN
124,después caminando a la puerta &um el señor Bean camina en la sala,VPN
124,y &um después [/] después comer el señor Bean &um corre cerca de su manta,VPN
124,el señor Bean &um camina en la mitad del [//] de la calle &um con su equipaje,VPN
124,el sombrero (1)vuela en el cielo,VPN
124,el [/] el hombre cae en el suelo,VPN
124,camina en un saco el señor Bean finalmente,VPN
124,&um camina &um pasa la seguridad en un andén,V
124,&um camina &um pasa la seguridad en un andén,VN
124,el señor Bean (1)voy [//] &um (2)va a (3)viajar en un tren hoy ,VPN
124,después llegando al hotel el señor Bean &um llega a su habitación,VPN
124,después llegando al hotel el señor Bean &um llega a su habitación,VPN
124,&um (1)voy a está aquí anoche el señor Bean corre en las escaleras,VPN
124,señor Bean <sube del buzón> [//] &um sube de la buzón después el hombre &um abre un [//] la puerta de la buzón,VPN
124,el [/] el perro &um camina después el señor Bean,VPN
124,el señor Bean &um # sin su impermeable corre en el edificio,VPN
124,y &um con mucho frustrado [*] um salta en su libro &um con el intento &um de romper el libro,VPN
124,pero la rana um ascenda [: asciende] [*] fuera del jarro y (1)ve la (2)ventana .,VPN
124,el perro con jarro um cae de la (1)ventana .,VPN
124,y el perro ascenda [: asciende] [*] el árbol .,VN
124,um el panal de abejas y las abejas um um son baja de el árbol .,VPN
124,um y las abejas um siguen el perro .,VN
124,y el perro um corre de las abejas .,VPN
124,um el niño um corre del búho .,VPN
124,y el perro camina bajo del niño .,VPN
124,um el niño el (1)venado y el perro um corre a [//] al precipicio [*] .,VPN
124,el perro y el niño um suben el tronco .,VN
124,um el um perro y el niño nadar en el estanque .,VPN
124,y # empieza correr um a la rana .,VPN
124,hay caramba el niño y el perro se cayen [: caen] [*] en un tronco .,VPN
124,y um su cubeta y su red (1)volar de um las manos de niño .,VPN
124,el niño y el perro deciden um nadar por un poco tiempo con la rana .,V
124,pero la rana um se esquepa [: se escapa] [*] .,V
124,niño está muy frustrado y enojado a la rana um quien se siente en un tronco .,VPN
124,um el niño um cae a su perro .,VPN
124,um um el niño con su red y el perro subieron el tronco um hacer la rana sus .,VN
124,en un momento corto la rana cae del tronco .,VPN
124,cerca del árbol niño y su perro um cae el rana .,V
124,um al atardecer el niño y el perro (1)vuelven a su casa .,VPN
124,la rana como un cambie del corazón um decidí seguir um las huellas del niño y su perro .,VN
124,<después asciende> [//] um después sube las escaleras .,VN
124,um en un día de (1)verano um un niño con una rana un perro y una tortuga um cam(ine) [//] camine [//] camina por la parque .,VPN
124,y la rana um salta um para la [//] una mariposa también .,VPN
124,y el niño perro tortuga y un [//] una cub(eta) [/] cubeta caminen más en la parque .,VPN
124,en una canasta de comida la mujer um se siente y um grabar comida de la um ,V
124,y la rana salta en la canasta de comida .,VPN
124,sus gafas y su taza de café um # salen um su mano y su frente um sí cara no frente cara .,V
124,la rana siente [//] sienta en la rama de árbol y (1)ve un niño um juega con un barco um .,VPN
124,la rana salta al niño .,VPN
124,la rana um termina um saltar en el barco de su niño .,VPN
124,y muj(er) [//] la mujer caminar en la estanque um grabar um el barco de niño . ,VPN
124,mientras la rana nadar um <de la gru(po)> [//] del grupo .,VPN
124,mientras la mujer um lee su noticia la rana um salta en um el cochecito .,VPN
124,el gato está enojado muy muy enojado y salta a la rana .,VPN
124,con el cochecito se roto el gato um corre al [//] a la rana .,VPN
124,y la rana salta um en um el bote de basura .,VPN
124,el gato corre más rápido que la rana .,V
124,después un día largo el niño la rana la tortuga y el perro um salen el parque .,V
124,um el niño necesita (1)venir um sí como el niño um di(ce) .,V
124,um como el niño um está dejando la rana um se salta en su [//] <um bols(illo)> [//] en um en el bolsillo <de la chaqueta> [/] de la chaqueta del niño .,VPN
124,después um un (1)viaje largo um el niño y su familia um llegan a el restaurante .,VPN
124,como la familia um um pidiendo la comida la rana disfruta la música y salta a [//] al saxofón del [/] um del saxofón [//] saxofonisto [: saxofonista] [*] .,VPN
124,el músico con el saxofón um tiene mucho difícil um tocar su instrumento porque la rana um salte [: salta] [*] en su saxofón .,VPN
124,en un momento la rana um <cae de> [//] um cae del saxofón en la cara de [//] del músico .,VPN
124,um # siguiente la (1)evento el músico um <cae en su> [//] um en los otros instrumentos del otros músico .,VPN
124,y la rana um tiene [/] tiene mucho miedo y salta de la mujer .,VPN
124,um sí un um un hombre um que um # xxx <con su> [//] um con una mujer um <no sé> [//] <no sé que> [//] no sabe que la rana um cae en su copa .,VPN
124,um y um porque la rana fue uno problema um <el niño y su familio> [//] um el niño y su familia um salen el [^ eng: fancy restaurant] .,VPN
124,y probablemente um no (1)ven(drá) [//] venierán [: (2)vendrán] [*] probablemente la familia no um venierá [: (3)vendrá] [*] al restaurante en el futuro .,VPN
124,cuando la familia llega a su casa el niño um se manda a su dormitorio o a su cuarto .,VPN
125,&um el señor Bean &um corr(e) [/] corre en &um # [^ eng: I guess] señor Bean corre porque esté [//] (1)estuve tarde &um por el tren # y el señor Bean se (2)lleva un traje formal ,V
125,Mr Bean (1)ve el trampolín y Mr Bean caminé [: camina] [*] muy rapido [^ eng: towards it] y están escaleras necesita su(bir) [/] subir [^ eng: to get to it],V
125,Mr Bean (1)ve el trampolín y Mr Bean caminé [: camina] [*] muy rapido [^ eng: towards it] y están escaleras necesita su(bir) [/] subir [^ eng: to get to it],V
125,Mr Bean sale el coche amarillo y pequeño # no sé como se dice [^ eng: above] &um creo que es un tormento [: tormenta] [*] durante ese (1)evento &um es un [^ eng: can] de basura al lado del coche,VN
125,Mr Bean (1)va al centro comercial # creo que es un  [^ eng: holiday] como [^ eng: Black Friday] porque #  [^ eng: there´s sign that says sale] fue primero en el línea  [^ eng: yeah looks like Black Friday],VPN
125,&um Mr Bean baila como una persona loco en su habitación &um a mí se parece muy loco # la habitación se parece (1)viejo no tiene calcetines por algo razón,V
125,Mr Bean está solo en el carre(tera) [/] caretera [//] el carretera &um me parece muy bonito porque están los árboles y los flores &um no hay nublados # me parece que Mr Bean tiene confusión por algo razón # Mr Bean está caminando en la carretera,VPN
125,Mr Bean no sé como se dice [^ eng: fell] Mr Bean sube # del trampolín  [^ eng: into] en el agua de la piscina # los niños en el trampolín <miran el> [/] miran el (1)evento &um no sé como se dice  [^ eng: hi] # la piscina (2) ve muy grande [^ eng: looks] (3)ve [//] (4)ver [//] (5)ve [//] (6)vi [//] (7)ve,VPN
125,Mr Bean es en un andén # probablemente por una tren porque [/] &um porque lo (1)ve como un estación de tren Mr Bean está en un saco y  [^ eng: going] irando [: yendo] [*] [^ eng: toward] barrera rojo # [^ eng: to go] ir ,VPN
125,Mr Bean camina [/] camina por el túnel # están un saxofonista se (1)lleva una camiseta blanco y los pantalones de [^ eng: jeans I think] están un arbole [: árbol] [*] [^ eng: above] &um el túnel tiene los luces y sí y uno otro persona caminando por el ,VPN
125,Mr Bean camina [/] camina por el túnel # están un saxofonista se (1)lleva una camiseta blanco y los pantalones de [^ eng: jeans I think] están un arbole [: árbol] [*] [^ eng: above] &um el túnel tiene los luces y sí y uno otro persona caminando por el ,VPN
125,Mr Bean bajarse las [/] las escaleras # las escaleras son muy altos y muy grandes creo que es en un [^ eng: desert desert] es otro persona  [^ eng: xxx] <hace sol> [//] hace soleado y no están nublados ,VN
125,Mr Bean  [^ eng:  xxx] salge [: sale] [*] su habitación con su ropa en sus manos # están una cama  [^ eng: xxx] cama cierra la puerta muy rápido # la habitación se (1)ve (2)viejo,VN
125,el señor Bean se sube en la cama de su madre o &um la cama de &um su &um de su cama y está (1)divertido [//] está divertiendo [: (2)divirtiendo] [*] [//] divertiendo [: (3)divirtiendo] [*] ,VPN
125,Mr Bean corre al tobogán porque quiere nadar,VPN
125,Mr Bean corre al tobogán porque quiere nadar,V
125,Mr Bean &um salga su habitación y él [/] él &um cerré [: cierre] [*] la puerta,VN
125,Mr Bean está en un pie <y es> [//] y &um camina con un pie &um tiempo en la calle,VPN
125,Mr Bean camina por la puerta en la habitación y,VPN
125,&um creo que Mr Bean está bailando y a (1)veces Mr Bean baila o # baila con un pie <en el aire> [//] en el aire,V
125,&um creo que Mr Bean está bailando y a (1)veces Mr Bean baila o # baila con un pie <en el aire> [//] en el aire,V
125,Mr Bean camina en el andén &um <no qiuero [: quiere] [*] hablar con> [//] no quiero [: quiere] [*] hablar con el hombre de [^ eng: red booth],VPN
125,una pañal (1)va por el aire en el dirección de Mr Bean a una carnival [: (2)carnaval] [*],VPN
125,Mr Bean &um está en el piso # porque <no quiere> [/] no quiere va [: ir] [*] en la piscina de piscina de alto grande [^ eng: crawling],VPN
125,Mr Bean (1)va <en el> [/] en el o la fotomatón y cerra [//] cerre [//] cierre [^ eng: the curtain],VPN
125,Mr Bean &um sube las <escalares [: escaleras] [*]> [//] escalaras [: escaleras] [*] [//] # las escalares [: escaleras] [*] <con una> [//] con una maleta <en sus man(os)> [//] en [/] en [/] en su mano # no su no su mano o sus manos sus mano su mano,VN
125,mientras (1)viendo la (2)tlevis(ión) [/] (3)televisión señor Bean &um se salta en su silla a probar &um <el cómoda> [//] la cómoda de la silla # hay decoraciones de (4)navidad en la forma de [/] &um de árbol metal ,VPN
125,Mr Bean (1)va a la carre(tera) [/] carretera # al lado de las caras [^ eng: shovel] no (2)va a la carretera rapidamente pero es más rápido que caminar,VPN
125,Mr Bean (1)va a la carre(tera) [/] carretera # al lado de las caras [^ eng: shovel] no (2)va a la carretera rapidamente pero es más rápido que caminar,VPN
125,Mr Bean (1)va a la carre(tera) [/] carretera # al lado de las caras [^ eng: shovel] no (2)va a la carretera rapidamente pero es más rápido que caminar,V
125,Mr Bean sata [: salta] [*] en un pie <en el> [//] en la calle &um en la calle la cara [*] (1)va [^ eng: away from him] del él # está una tienda que se llama xxx,VPN
125,Mr Bean corr(e) [/] corre a una taquilla porque un perro quiere el [^ eng: sandwich] que Mr Bean tiene en su mano # el perro [/] perro está negro y &um atlético Mr Bean no está atlético # la taquilla está amarillo con palabras roja,VPN
125,Mr Bean camina [^ eng: backwards] en el andén y el hombre en # la &um la oficial de andén (1)ve Mr Bean y &um otro persona no oficial estaba xx,VPN
125,Mr Bean abre la puerta <a la> [/] a el laboratorio y se siente alegre # (1)va a laboratorio dos y hay (2)vasos@n [//] (3)vases@n con algo,VPN
125,Mr Bean sube las escaleras a la piscina <con su> [//] con sus cortos de nadar pantalones de nadar [^ eng: swim(suit) swimsuit] de nadar y # está un niño <en la> [//] a la piscina el niño corre [//] &um corría [//] corrió en la piscina,VN
125,Mr Bean sube las escaleras a la piscina <con su> [//] con sus cortos de nadar pantalones de nadar [^ eng: swim(suit) swimsuit] de nadar y # está un niño <en la> [//] a la piscina el niño corre [//] &um corría [//] corrió en la piscina,VPN
125,Mr Bean está corriendo por la calle con gente porque quiere una gallina y es similar a xxx creo &um la gente miran Mr Bean y la gallina y es posible es un (1)festival ,VPN
125,Mr Bean (1)va a una peluquería la peluquería <tiene dos> [/] tiene dos personas con chaquetas (2)verdes y Mr Bean (3)ve alegre o es alegre,VPN
125,el señor Bean salta en uno pie,V
125,Mr Bean corre por el parque como [/] &um como está (1)ve Mr Bean corre [/] corre por el parque (2)ver algo,VPN
125,Mr Bean corre por el parque como [/] &um como está (1)ve Mr Bean corre [/] corre por el parque (2)ver algo,VPN
125,Mr Bean se salga [: sale] [*] de su coche xxx <se salga> [//] se sale # Mr Bean se salga del coche,VPN
125,Mr Bean se salga [: sale] [*] de su coche xxx <se salga> [//] se sale # Mr Bean se salga del coche,V
125,Mr Bean se salga [: sale] [*] de su coche xxx <se salga> [//] se sale # Mr Bean se salga del coche,VPN
125,Mr Bean corre en [//] con uno pie por la calle porque quiere su zapato en el coche,VPN
125,Mr Bean camina por la sala y abre la puerta y la puerta tiene cortinas,VPN
125,Mr Bean corre [^ eng: around] en circos [*] # Mr Bean corre [^ eng: around] la manta # encercar [*] [//] encercar [*] [//] en cerca la manta en cerca,VPN
125,Mr Bean corre [^ eng: around] en circos [*] # Mr Bean corre [^ eng: around] la manta # encercar [*] [//] encercar [*] [//] en cerca la manta en cerc,VPN
125,Mr Bean camina <por el> [//] por la calle con una mochila no con una maleta entre los coches por algo razón,VPN
125,Mr Bean abre la puerta y camina en su habitación en un hotel,VPN
125,Mr Bean sube las escaleras con una maleta,VN
125,Mr Bean um se salga el buzón rojo [^ eng: steps out] tome un [^ eng: step out],VN
125,Mr Bean corre con un sandwich en su mano y un perro [//] perro [//] perro [//] perro corre con Mr Bean porque el perro quiere un sandwich también,V
125,Mr Bean corre con un sandwich en su mano y un perro [//] perro [//] perro [//] perro corre con Mr Bean porque el perro quiere un sandwich también,V
125,Mr Bean corre por la (1)lluvia en un edificio porque no quiere [^ eng: to get wet],VPN
125,Mr Bean xxx está bailando en un pie enfrente de un [//] una tienda de los zapatos,VPN
125,y el perro # el perro quiere (1)va al panal con los abejas .,VPN
125,niño [//] el niño sube la piedra .,VN
125,el (1)venado es corriendo al precipicio .,VPN
125,el niño y el perro está [^ eng: I don't know] el oposito@n de bajar el tronc(o) [/] tronco um debajo .,VN
125,corriendo [^ eng: running away] .,V
125,el niño tiene una cubeta y es [//] está caminando con un perro .,V
125,la rana está sube al nenúfar .,VPN
125,y el nenúfar es um # um sube el estanque .,VN
125,está (1)vaya [//] vayando [: yendo] al rana en la estanque sube el [/] el tronco .,VN
125,<y la rana> [/] um y la rana es sube la estanque .,VN
125,el niño # se dice al perro ir # <el> [//] <la estanque> [//] la estanque .,VN
125,<la rana um es> [//] la rana es en el aire <(1)vayando> [//] <(2)vayanda> [//] vayando [: yendo] [*] a la estanque .,VPN
125,<el niño y el perro (1)van> [//] el niño y el perro salen la estanque porque la rana es en la piedra .,VN
125,la rana sube las escaleras a la bañera de la casa de el niño .,VN
125,el red um # el niño está corriendo con el red y el cubeta um .,V
125,un niño y una tortuga y un perro camina [//] caminar [//] caminan al lado de un rana .,VPN
125,y (1)van al parque .,VPN
125,el niño y el perro caminan al lado de el árbol .,VPN
125,y <la rana> [/] # la rana no (1)va con los dos .,V
125,la rana <salta a> [//] salta en la [//] el cochecito .,VPN
125,la rana está corriendo porque # tien(e) [/] um tiene miedo del gato .,V
125,y # <la rana # es> [/] la rana es saltando .,V
125,el gato corriendo a la rana .,VPN
125,y el niño está caminando con el perro y la tortuga en <el buqueta [*]> [//] la buqueta [: cubeta] [*] .,V
125,<el niño se> [//] el niño se salga de la cuarto con la rana en su bols(illo) [/] bolsillo no con el perro o la tortuga .,VPN
125,<la rana no está> [//] la rana # sala [: sale] [*] la [//] el bolsillo de la camisa y está en el aire y al aire y (1)va al dirección del saxofón .,VN
125,la rana (1)va a la ensalada .,VPN
125,la rana (1)va a la ensalada después de los instrumentos de músicos .,VPN
125,la rana se salga .,V
125,el mesero um <les dice> [/] um les dice salir al restaurante .,VPN
125,<el niño> [/] el niño um su # <la pad(res)> [//] las padres del niño # dic(en) [//] digan [: dicen] [*] [//] disan [: dicen] [*] al niño ir a su cuarto .,VPN
126,Mr Bean camina en el tren # se (1)ve alegre por algo razón que no sé # el tren es azul y tiene una puerta rojo y las (2)ventanas el estación es [^ eng: clean] limpio y están otros pasajeros uno con un  [^ eng: suitcase] no sé maleta [/] maleta [/] maleta y una mujer ,VPN
126,otra (1)vez Mr Bean esté en la piscina quiere [/] quiere ir al trampolín para nadar en la piscina # <está muy fe(liz)> [//] está muy contento porque le gusta mucho el trampolín es muy grande y y le gusta nadar está corriendo y también por eso pienso que le gusta mucho el trampolín # él (2)ve el trampolín y tiene una idea,VPN
126,otra (1)vez Mr Bean esté en la piscina quiere [/] quiere ir al trampolín para nadar en la piscina # <está muy fe(liz)> [//] está muy contento porque le gusta mucho el trampolín es muy grande y y le gusta nadar está corriendo y también por eso pienso que le gusta mucho el trampolín # él (2)ve el trampolín y tiene una idea,VPN
126,otra (1)vez Mr Bean esté en la piscina quiere [/] quiere ir al trampolín para nadar en la piscina # <está muy fe(liz)> [//] está muy contento porque le gusta mucho el trampolín es muy grande y y le gusta nadar está corriendo y también por eso pienso que le gusta mucho el trampolín # él (2)ve el trampolín y tiene una idea,V
126,otra (1)vez Mr Bean esté en la piscina quiere [/] quiere ir al trampolín para nadar en la piscina # <está muy fe(liz)> [//] está muy contento porque le gusta mucho el trampolín es muy grande y y le gusta nadar está corriendo y también por eso pienso que le gusta mucho el trampolín # él (2)ve el trampolín y tiene una idea,V
126,Mr Bean está en un coche muy pequeña no puede salir con la puerta por eso está en la (1)ventana ahora (2)va a empezar a correr en el carro hay muchas cosas encima y por eso Mr Bean no puede salir con la puerta Mr Bean tiene una idea y él salgo [: sale] [*] por la (3)ventana y las cosas están encima del carro <no necesita> [/] &um no necesita &um (4)mover las cosas,VPN
126,Mr Bean está en un coche muy pequeña no puede salir con la puerta por eso está en la (1)ventana ahora (2)va a empezar a correr en el carro hay muchas cosas encima y por eso Mr Bean no puede salir con la puerta Mr Bean tiene una idea y él salgo [: sale] [*] por la (3)ventana y las cosas están encima del carro <no necesita> [/] &um no necesita &um (4)mover las cosas,V
126,Mr Bean está en un coche muy pequeña no puede salir con la puerta por eso está en la (1)ventana ahora (2)va a empezar a correr en el carro hay muchas cosas encima y por eso Mr Bean no puede salir con la puerta Mr Bean tiene una idea y él salgo [: sale] [*] por la (3)ventana y las cosas están encima del carro <no necesita> [/] &um no necesita &um (4)mover las cosas,VPN
126,Mr Bean está caminando con un pie en la calle <la calle> [//] en la calle hay muchas tiendas y muchas personas que están buscando para cosas para comprar # &um las personas están en un ciudad y tienen cosas en sus bolsas &um pueden comprar muchas cosas en la calle porque hay (1)varias tiendas allí # hay una tienda que hay,VPN
126,Mr Bean está caminando en la carretera no hay muchas personas cerca de él porque está en el campo no está cerca del [//] de la ciudad no hay ni carros ni autobuses muchas personas no (1)viven aquí Mr Bean no sé donde está por eso su cara hay ese expresión,VPN
126,Mr Bean está en la piscina con sus amigos # él cae en el trampolín y está en la agua ahora puede nadar y no es una problema por usted las personas encima del trampolín ha (1)visto que Mr Bean &um cae <por el> [//] por la agua,VPN
126,Mr Bean está en la piscina con sus amigos # él cae en el trampolín y está en la agua ahora puede nadar y no es una problema por usted las personas encima del trampolín ha (1)visto que Mr Bean &um cae <por el> [//] por la agua,V
126,Mr Bean está en la piscina con sus amigos # él cae en el trampolín y está en la agua ahora puede nadar y no es una problema por usted las personas encima del trampolín ha (1)visto que Mr Bean &um cae <por el> [//] por la agua,VPN
126,Mr Bean está en el andén está debajo del saco y voy [: (1)va] [*] &um al barrera &um el hombre que está aquí <es una> [//] es [//] trabaja por la seguridad y está leyendo una (2)revista y <no (3)ve> [/] no (4)ve Mr Bean porque el saco está encima de él # quiere entrar y por eso está debajo,VPN
126,Mr Bean está caminando en un túnel también hay una persona que está tomando [: tocando] [*] saxofón no hay muchas personas en la calle,VPN
126,generalmente le gusta caminar porque en todos los (1)videos está caminando # Mr Bean no está tocando el instrumento,V
126,generalmente le gusta caminar porque en todos los (1)videos está caminando # Mr Bean no está tocando el instrumento,V
126,Mr Bean usa las escaleras para caminar al [/] al [//] a la entrada hay una persona que está en una silla están en las montañas <y está una escal(era)> [//] y las escaleras son muy (1)viejas # no hay muchas personas cerca de Mr Bean sólo está persona en la silla no hay ni &um carros ni autobuses solo son los dos personas,VPN
126,él camina por el baño para [/] para o con su ropa y quiere empezar su día # tiene muchas cosas en sus manos &um hay ropa hay cosas para cepillar sus dientes y no quiere # ,VPN
126,el perro está corriendo con las (1)ovejas,V
126,pueden correr mucho porque hay mucho cierra [*] y no está en un ciudad,V
126,generalmente los perros le gustan mucho &um correr y este perro está trabajando por un,V
126,él entra el tren <con su> [/] &um con su bolsa con ropa por las (1)vacaciones,VN
126,el tren sal(í) [/] salí &um y Mr Bean no está en el tren por eso es muy emocionado porque no puede ir a (1)vacaciones,V
126,<ahora necesita (1)voy al> [//] <&um (2)voy> [//] ahora necesita (3)va a buscar por otro carro o autobús para [/] para empezar sus (4)vacaciones y por eso está corriendo en el andén,VPN
126,Mr Bean camina en la por la puerta <en la tiende> [//] en la tienda porque (1)ver muchas cosas por las (2)ventanas y probablemente quiere comprarlas,VPN
126,Mr Bean &um está corriendo a las  tobog(anes) [/] toboganes y es [//] está listo para usarlos y después nadar en la piscina ,VPN
126,Mr Bean &um está corriendo a las  tobog(anes) [/] toboganes y es [//] está listo para usarlos y después nadar en la piscina ,VPN
126,&um Mr Bean salí de su habit(ación) [/] habitación &um está en la ropa para su trabajo y por eso pienso que (1)va a empezar su día,VPN
126,Mr Bean está en un calle con muchas tiendas detrás de él # &um para él es difícil &um para tratar [: traer] [*] su zapato en su pie y por eso está caminando en un &um no sé # es difícil para él porque quiere,V
126,Mr Bean llega a su habitación después de un día &um muy larga,VPN
126,está caminando en el andén y (1)vi un [/] un persona que trabaja por la seguridad,VPN
126,por eso él [/] él ahora está caminando en un otra dirección,VPN
126,el [/] el hombre &um que está delante del Mr Bean cae y ahora está en el suelo &um <Mr Bean no sé [: sabe] [*] que> [/] Mr Bean no sé [: sabe] [*] que [//] no sé [: sabe] [*] porque él cae y está un poco confusado [: confuso] [*],V
126,el [/] el hombre &um que está delante del Mr Bean cae y ahora está en el suelo &um <Mr Bean no sé [: sabe] [*] que> [/] Mr Bean no sé [: sabe] [*] que [//] no sé [: sabe] [*] porque él cae y está un poco confusado [: confuso] [*],V
